,CenterRating,PowerForwardRating,ShootingGuardRating,SmallForwardRating,PointGuardRating,OverallRating,id,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,League,Position
116,18.804368445045604,14.094223517509368,11.211279128234295,11.211279128234297,13.396238477827794,13.743477739370272,116,Jonathan Barreiro,UNI,11,15.0,4.5,1.6,3.5,0.474,0.9,2.1,0.435,0.4,0.6,0.571,0.5,2.5,3.0,0.8,0.2,0.1,0.5,1.2,Spanish ACB,SF
1176,12.59848762039995,13.93906733054488,14.609375175629289,14.609375175629285,12.851245094328473,13.721510079306377,1176,Dorde Milosavljevic,RADN,17,15.5,3.6,1.2,3.1,0.385,0.4,1.8,0.233,0.8,1.4,0.609,0.2,1.5,1.7,1.4,0.5,0.0,1.3,2.4,Serbian KLS,SG
1135,9.781326684917683,12.063935380569857,16.07957589695516,16.079575896955163,14.534860449800687,13.70785486183971,1135,Ognjen Vukas,JOKE,19,13.0,3.1,0.9,3.3,0.274,0.4,1.7,0.242,0.9,0.9,0.944,0.1,1.0,1.1,2.4,0.3,0.0,1.2,2.3,Serbian KLS,PG
1379,17.217979563805986,15.243341882646567,12.382120432795523,12.382120432795524,11.091470026291459,13.663406467667013,1379,Ivan Nakic-Vojnovic,DIN,19,11.5,5.2,2.0,3.4,0.594,0.2,0.8,0.2,1.0,1.6,0.613,0.9,1.8,2.7,0.6,0.3,0.5,0.7,2.2,Croatian A1 Liga,PF
207,17.87918668239297,16.04947653746543,12.365886666561757,12.365886666561757,9.6423094307894,13.660549196754264,207,Jaime Pradilla,VAL,21,13.9,4.7,2.0,3.0,0.641,0.0,0.3,0.167,0.7,1.1,0.652,1.3,1.9,3.2,0.6,0.7,0.1,0.8,1.2,Spanish ACB,C
1380,15.54856728115026,15.621031049266202,13.110479907260245,13.110479907260245,10.793406736528539,13.6367929762931,1380,Filip Kalajzic,DUB,19,13.5,4.8,2.2,3.7,0.592,0.1,0.5,0.2,0.3,1.1,0.3,1.1,1.2,2.2,0.4,0.4,0.5,0.8,2.3,Croatian A1 Liga,PF
1107,19.82129775748433,16.3611528299481,11.690720853781267,11.690720853781265,8.560639552968258,13.624906369592644,1107,Mattias Markusson,CHA,19,14.3,4.5,1.8,2.8,0.66,0.0,0.1,0.0,0.8,0.9,0.833,1.3,2.5,3.8,0.6,0.3,0.3,0.8,1.6,French Jeep Elite,C
1820,14.77938980924044,14.290259374457829,12.487255402263193,12.487255402263193,14.052296052669696,13.619291208178872,1820,Yicheng Man,BFT,33,15.2,4.5,1.7,4.3,0.387,0.5,2.0,0.254,0.6,1.0,0.618,1.1,1.1,2.2,0.7,0.2,0.1,0.6,1.5,Chinese CBA,SG
484,18.047047442372115,15.003569181502547,11.769954484382389,11.76995448438239,11.475239037227917,13.613152925973473,484,Gani Erdi Gulaslan,DEM,19,20.7,3.0,1.1,3.1,0.339,0.3,1.7,0.188,0.6,0.7,0.846,1.0,2.5,3.5,1.0,0.8,0.1,0.9,2.4,Turkish BSL,SF
2127,18.106625156556404,15.7334367507593,12.378794248276678,12.37879424827668,9.451964979983996,13.609923076770611,2127,Marco Luchi,OES,20,16.5,4.9,2.1,2.8,0.75,0.1,0.2,0.333,0.7,1.4,0.464,0.9,2.1,3.0,0.6,0.4,0.4,0.8,2.4,Argentinian Liga A,SF
2167,16.434588642800392,16.5432842949743,13.21036473191571,13.210364731915709,8.616868796956362,13.603094239712494,2167,Manuel Rodriguez Ortega,CABJ,20,12.3,4.6,1.8,3.1,0.59,0.0,0.2,0.0,1.0,1.3,0.76,0.9,1.8,2.7,0.4,0.8,0.3,1.2,2.1,Argentinian Liga A,PF
513,20.12077137535066,17.349032244915875,11.406256673912898,11.406256673912898,7.656256673912898,13.587714728401046,513,Ege Demir,TOF,15,14.5,4.9,2.0,2.6,0.769,0.0,0.0,0.0,0.9,1.7,0.56,1.6,2.4,4.0,0.2,0.3,1.2,0.9,1.7,Turkish BSL,PF
1867,13.789848778853253,14.260863271606874,13.516076777068642,13.516076777068642,12.835182468125556,13.583609614544596,1867,Pengyu Lu,SHEN,36,18.7,5.2,2.1,3.8,0.551,0.4,1.1,0.366,0.6,0.9,0.636,0.9,0.9,1.7,0.8,0.6,0.1,0.7,2.9,Chinese CBA,SF
1876,13.895449655978071,14.384580090760679,13.310846227801395,13.310846227801395,12.8128787481266,13.542920190093628,1876,Hong Xin,SICH,38,16.3,4.1,1.6,3.9,0.412,0.4,1.6,0.279,0.4,0.7,0.64,0.7,1.2,1.9,0.8,0.4,0.1,0.9,1.8,Chinese CBA,SF
45,7.280205536141547,13.004843217300968,16.73498224411328,16.73498224411328,13.919941593706778,13.534990967075172,45,Nico Mannion,BASK,12,10.2,2.0,0.5,3.7,0.136,0.3,2.1,0.12,0.8,1.0,0.75,0.2,0.5,0.7,2.0,0.5,0.1,1.7,0.8,Spanish ACB,PG
1033,12.916191976205518,12.716916613886678,14.023396256389162,14.023396256389159,13.942095443381032,13.524399309250311,1033,David Lighty,LYV,13,19.4,4.5,1.6,3.2,0.5,0.8,1.6,0.476,0.5,0.6,0.75,0.3,1.3,1.6,1.6,0.2,0.1,0.8,1.5,French Jeep Elite,SF
2405,17.37546552269276,15.418943783562325,12.82150088386024,12.82150088386024,9.07150088386024,13.501782391567163,2405,Gabriel Ferreira,BOT,21,15.9,3.5,1.4,3.0,0.476,0.0,0.0,0.0,0.6,1.4,0.433,1.2,2.1,3.4,1.2,0.7,0.1,0.9,3.0,Brazilian NBB,C
110,14.976394870848297,13.110452841862788,12.036718978903505,12.036718978903503,15.248101092724642,13.481677352648548,110,Joan Sastre,TEN,20,18.1,5.6,2.0,3.8,0.526,1.1,2.4,0.458,0.5,0.6,0.818,0.6,1.3,1.9,0.8,1.0,0.2,0.4,1.2,Spanish ACB,SF
358,19.90893940802618,16.720533610924726,11.320831525522543,11.320831525522541,7.987498192189209,13.451726852437039,358,Scott Ulaneo,VAR,16,12.8,3.9,1.6,3.1,0.51,0.0,0.0,0.0,0.8,2.1,0.353,1.7,2.4,4.1,0.5,0.3,0.0,0.8,2.3,Italian Lega Basket,PF
960,12.340615733680941,12.558007038028768,14.478935538525292,14.478935538525292,13.37121196128952,13.445541162009963,960,Jean-Baptiste Maille,STR,20,13.0,4.1,1.3,3.0,0.424,0.6,1.3,0.44,1.0,1.4,0.741,0.5,1.3,1.8,2.0,0.7,0.0,0.9,2.6,French Jeep Elite,PG
1595,17.559925964419698,14.751954949926944,12.07693012371046,12.076930123710461,10.603352887938103,13.413818809941134,1595,Nicolas Bretzel,RUL,15,11.3,5.1,2.2,3.9,0.559,0.1,0.3,0.4,0.6,0.9,0.692,0.5,1.8,2.3,0.4,0.4,0.5,0.5,1.9,German BBL,C
1990,17.461550811066903,14.925318927008933,10.88485219413902,10.884852194139022,12.866559511212191,13.404626727513214,1990,Yiming Zhao,FUJ,18,13.7,4.8,1.8,4.3,0.41,0.6,2.0,0.306,0.7,1.1,0.632,1.1,1.7,2.7,0.1,0.3,0.1,0.5,2.5,Chinese CBA,C
1874,12.612012918851143,13.644621614503317,12.921558059389115,12.921558059389115,14.862614969958221,13.392473124418181,1874,Yong Ma,BFT,28,17.8,4.3,1.4,4.4,0.323,0.9,2.8,0.304,0.6,0.8,0.81,0.4,1.0,1.4,0.6,0.8,0.1,0.9,2.3,Chinese CBA,SF
2529,15.279527075839509,13.413585046854,12.010903815473661,12.010903815473661,14.206025766693173,13.3841891040668,2529,Jin-Soo Choi,MOB,30,14.1,4.7,1.8,4.2,0.433,0.6,1.9,0.321,0.4,0.6,0.632,0.8,1.3,2.1,0.8,0.7,0.3,0.4,1.5,South Korean KBL,PF
206,14.837644899589877,15.471702870604368,13.57560058659245,13.57560058659245,9.408933919925785,13.373896572660987,206,Evaldas Kairys,GRA,18,12.9,5.3,2.1,2.7,0.755,0.0,0.0,0.0,1.2,1.8,0.656,1.2,1.3,2.4,0.8,0.4,0.4,1.0,2.8,Spanish ACB,C
285,13.610185227092101,13.429025806802244,14.220361457249117,14.220361457249114,11.273206985704402,13.350628186819396,285,Giovanni De Nicolao,NAP,19,13.1,3.2,1.4,2.6,0.531,0.2,0.6,0.333,0.3,0.4,0.625,0.6,1.6,2.2,1.8,0.7,0.1,1.0,3.2,Italian Lega Basket,SG
1766,12.533875017801604,13.14981704678711,13.512900462874496,13.512900462874496,14.041355747427342,13.350169747553013,1766,Yan Ting Lin,BEIK,30,12.2,4.1,1.6,3.6,0.431,0.7,1.9,0.375,0.3,0.5,0.563,0.6,1.0,1.6,1.2,0.5,0.1,0.8,1.2,Chinese CBA,PG
2707,20.362423298609873,16.068945037740306,10.926814948365926,10.926814948365926,8.426814948365926,13.342362636289593,2707,Jose Gutierrez,HAL,23,14.1,5.1,1.8,3.3,0.553,0.0,0.0,0.0,1.4,2.3,0.635,1.3,2.5,3.8,0.4,0.1,0.1,0.6,1.6,Mexican LNBP,PF
632,15.628444445322975,12.385690822134569,10.533034416970716,10.533034416970716,17.62653035193007,13.34134689066581,632,Georgios Kamperidis,KARD,16,15.4,4.9,1.6,4.9,0.316,1.3,3.9,0.339,0.5,0.8,0.667,0.3,1.5,1.8,0.4,1.1,0.1,0.2,2.3,Greek HEBA A1,SF
2401,17.875874300648093,15.484569952822005,11.729604709525082,11.729604709525082,9.83936080708606,13.331802895921264,2401,Augusto Rosa,BOT,17,12.8,4.8,2.0,3.4,0.596,0.1,0.3,0.4,0.7,1.4,0.522,1.2,1.8,3.1,0.5,0.1,0.2,0.6,1.5,Brazilian NBB,C
1869,12.969399681802324,13.15055910209218,13.370891773393073,13.370891773393073,13.726582830303641,13.317665032196858,1869,Yi Liu,SHA,18,17.9,4.9,2.1,4.0,0.514,0.4,1.2,0.381,0.3,0.5,0.667,0.7,0.7,1.4,1.0,0.4,0.1,0.5,2.3,Chinese CBA,SF
2045,14.41546547316182,13.817639386205293,12.743905523246013,12.743905523246013,12.85569414113219,13.315322009398267,2045,Emilio Polese,ZAR,20,13.1,3.9,1.4,3.8,0.36,0.4,1.9,0.211,0.8,1.2,0.652,0.4,1.6,1.9,0.8,0.6,0.0,0.9,1.7,Argentinian Liga A,PG
118,13.87529959403713,13.132545970848723,12.837734650094005,12.837734650094005,13.772693999687501,13.291201772952274,118,Alvaro Munoz,OBR,20,13.3,4.3,1.4,3.4,0.418,0.7,2.1,0.317,0.8,1.0,0.842,0.5,1.5,2.0,1.2,0.3,0.1,0.8,1.8,Spanish ACB,SF
1438,10.083153022528037,10.844022587745428,15.474111962124773,15.474111962124773,14.569640417409325,13.28900799038647,1438,Gianni Otto,TUB,17,10.6,2.9,1.1,2.6,0.4,0.5,1.4,0.333,0.3,0.4,0.714,0.2,1.1,1.3,2.8,0.6,0.1,0.9,1.1,German BBL,PG
1070,20.105256318989447,15.37699544942423,10.72828641268143,10.72828641268143,9.47828641268143,13.283422201291593,1070,Donta Hall,ASM,19,14.1,5.9,2.4,3.0,0.789,0.0,0.0,0.0,1.2,2.1,0.564,1.3,2.2,3.5,0.4,0.4,0.4,0.3,1.3,French Jeep Elite,PF
2233,12.677238978070335,12.20622448531671,14.05577761341999,14.05577761341999,13.364720702850885,13.271947878615583,2233,Martin Cabrera,BAU,18,13.0,4.9,1.4,3.0,0.481,0.4,1.3,0.333,1.6,1.9,0.8,0.3,1.4,1.7,1.9,0.6,0.0,0.8,1.7,Brazilian NBB,PG
210,20.761214975375854,17.46411352610049,10.863443218255405,10.863443218255405,6.280109884922072,13.246464964581847,210,Boubacar Toure,VAL,14,13.3,4.0,1.4,2.6,0.556,0.0,0.0,0.0,1.1,2.4,0.485,1.5,2.9,4.4,0.2,0.4,1.2,1.1,2.0,Spanish ACB,C
450,11.966337613079366,12.002569497137339,12.666670788100594,12.666670788100594,16.89431306452336,13.239312350188253,450,Enes Taskiran,BURS,12,16.9,5.4,2.0,4.6,0.436,1.0,2.9,0.343,0.4,0.8,0.556,0.1,0.6,0.7,0.7,0.8,0.1,0.4,1.5,Turkish BSL,SG
664,17.61355030930483,13.990361903507726,11.057765081263437,11.057765081263437,12.429716300775633,13.229831735223014,664,Lefteris Mantzoukas,PAN,13,14.0,4.5,1.7,3.8,0.449,0.8,1.7,0.455,0.3,0.4,0.8,0.5,2.1,2.6,0.5,0.3,0.2,0.5,0.9,Greek HEBA A1,PF
1987,16.688368546652196,15.52894825679712,12.26740406613178,12.26740406613178,9.350737399465114,13.220572467035598,1987,Taruike Jianiyou,BSD,33,15.0,5.2,2.1,3.3,0.627,0.0,0.0,0.0,1.0,1.7,0.589,1.3,1.5,2.8,0.5,0.1,0.7,0.7,1.8,Chinese CBA,C
1075,16.89163967003123,13.540190394668908,11.364793175205154,11.364793175205154,12.939996427237674,13.220282568469624,1075,Kim Tillie,CHO,11,16.4,4.8,1.5,3.2,0.486,0.6,1.8,0.35,1.1,1.3,0.857,1.0,2.0,3.0,1.1,0.7,0.0,0.5,2.3,French Jeep Elite,PF
1279,18.711929904537975,15.65033570163942,11.33057403331767,11.330574033317673,9.023663464211982,13.209415427404945,1279,Milan Pavlovic,BEO,19,15.1,4.2,1.7,3.5,0.493,0.0,0.3,0.0,0.7,1.2,0.609,1.1,2.2,3.3,0.4,0.2,0.1,0.7,2.4,Serbian KLS,C
1824,11.722749609364458,12.628546710813731,14.263973721737269,14.263973721737269,13.14608754287548,13.205066261305642,1824,Huang Rongqi,XIN,26,14.5,3.2,1.2,3.5,0.341,0.2,1.5,0.154,0.6,0.8,0.714,0.2,1.2,1.4,1.6,0.5,0.1,1.0,2.3,Chinese CBA,SG
1934,15.951722452139705,14.103896365183182,11.736095967963719,11.736095967963719,12.488128488288922,13.203187848307852,1934,Huaibo Dai,JIL,16,16.1,5.1,1.9,3.4,0.556,0.6,1.6,0.4,0.7,1.1,0.647,0.8,1.6,2.4,0.6,0.2,0.0,0.6,0.7,Chinese CBA,PF
1873,13.950738569962637,12.918129874310463,12.316094124558724,12.316094124558724,14.490890872526204,13.19838951318335,1873,Tian Yuheng,GFD,25,15.7,4.5,1.6,3.7,0.419,0.8,2.3,0.328,0.6,0.7,0.882,0.6,1.3,1.9,1.0,0.5,0.0,0.6,1.7,Chinese CBA,SF
922,14.847314793583664,13.977749576192359,13.025043518595536,13.025043518595536,11.10431181127846,13.195892643649112,922,Tomer Levinson,IRO,14,11.2,3.2,1.3,3.4,0.383,0.1,0.9,0.077,0.6,0.8,0.727,0.7,1.7,2.4,1.2,0.2,0.1,0.9,1.1,Israeli BSL,C
1871,14.088708940098735,13.309723432852355,12.093238825106575,12.093238825106575,14.288360776326089,13.174654159898068,1871,Jinlang Weng,FUJ,24,12.6,4.7,1.9,4.5,0.422,0.5,1.9,0.267,0.4,0.5,0.692,0.8,0.9,1.7,0.6,0.3,0.0,0.4,1.0,Chinese CBA,SF
452,10.43330156536862,11.031127652325141,13.253074027697537,13.253074027697537,17.663643133388593,13.126844081295486,452,Dorukhan Engindeniz,MANI,19,18.8,4.2,1.4,3.9,0.36,1.2,3.4,0.344,0.2,0.2,0.75,0.2,0.7,0.9,1.5,0.3,0.0,0.6,1.8,Turkish BSL,SG
1179,18.550843296096062,13.442147643922148,10.373006631012515,10.373006631012515,12.75105541150032,13.098011922708713,1179,Aleksandar Ponjavic,DYNA,18,16.7,2.3,0.8,3.6,0.234,0.2,2.4,0.07,0.5,0.6,0.9,0.7,2.8,3.4,1.0,0.4,0.1,0.6,2.1,Serbian KLS,SG
2403,15.168331531134104,14.987172110844249,13.091069826832333,13.091069826832335,9.127655192685994,13.093059697665804,2403,Sergio Sillas da Conceicao,VAS,23,11.5,4.0,1.7,3.1,0.535,0.0,0.1,0.0,0.7,1.1,0.615,0.8,1.6,2.4,0.8,0.3,0.4,1.0,2.0,Brazilian NBB,C
548,15.825538117331622,14.648001885447565,12.351576860621348,12.35157686062135,10.268243527288016,13.088987450261982,548,Ege Arar,MANI,13,10.8,4.3,2.2,3.5,0.609,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.2,2.5,0.7,0.4,0.3,0.5,1.8,Turkish BSL,C
317,13.665132195812083,13.882523500159907,12.501565208203601,12.501565208203601,12.61335382608978,13.032827987693796,317,Kaspar Treier,SAS,17,13.9,4.8,1.5,3.8,0.406,0.4,1.9,0.219,1.3,1.3,1.0,0.5,1.3,1.8,0.6,0.7,0.0,0.9,1.4,Italian Lega Basket,SF
165,15.326271902332616,13.188590742912327,11.264558965355226,11.264558965355226,14.069437014135714,13.022683518018223,165,Nate Reuvers,VAL,18,13.7,5.0,1.8,4.6,0.402,0.6,2.2,0.282,0.7,0.8,0.867,0.3,1.4,1.7,0.3,0.4,0.7,0.4,2.7,Spanish ACB,PF
1280,20.667908223345105,14.997618368272642,9.52654091047721,9.52654091047721,10.298898634054446,13.003501409325324,1280,Filip Malesevic,DYNA,20,12.9,4.1,1.6,3.2,0.492,0.3,1.2,0.25,0.7,1.0,0.7,1.3,2.7,4.0,0.4,0.2,1.1,0.4,2.4,Serbian KLS,C
114,14.786106023207928,12.920163994222419,11.539205702266115,11.539205702266115,14.140831718526279,12.985102628097772,114,Josep Puerto,VAL,21,14.5,5.3,1.8,4.2,0.427,0.8,2.1,0.386,0.9,1.0,0.857,0.5,1.3,1.8,0.6,0.5,0.0,0.4,1.3,Spanish ACB,SF
1878,10.170106522425293,11.873005073149931,13.908754824887767,13.908754824887765,15.046966207001589,12.98151749047047,1878,Qiao Wenhan,SHA,10,16.2,4.0,1.4,3.3,0.424,1.1,2.2,0.5,0.1,0.2,0.5,0.7,0.6,1.3,1.7,0.8,0.1,0.8,1.7,Chinese CBA,SF
382,18.790501201329832,13.391950476692147,9.730083545212505,9.730083545212505,13.14471769155397,12.957467292000192,382,Valerio Mazzola,PES,19,17.5,4.5,1.5,3.6,0.42,0.8,2.5,0.34,0.6,0.9,0.706,0.3,2.6,2.9,0.4,0.5,0.2,0.4,2.4,Italian Lega Basket,C
80,11.344449939804003,11.815464432557626,13.94431249611274,13.944312496112737,13.6699222522103,12.943692323359482,80,Adam Somogyi,AND,20,9.8,4.4,1.7,3.3,0.5,0.6,1.3,0.462,0.5,0.7,0.692,0.3,0.9,1.1,1.6,0.4,0.0,0.7,0.8,Spanish ACB,SG
2316,15.476786892349631,13.067366602494559,11.571587059296942,11.571587059296942,12.953700880435154,12.928205698774647,2316,Antonio Ferreira,FAC,18,12.9,5.0,1.6,4.0,0.389,0.3,1.5,0.222,1.6,2.3,0.683,0.8,1.5,2.3,0.9,0.6,0.2,0.4,1.2,Brazilian NBB,SF
356,18.988900740719334,15.927306537820781,10.87827476026368,10.87827476026368,7.9616080935970155,12.9268729785329,356,Devontae Cacok,BOL,12,13.5,4.0,1.7,3.3,0.5,0.0,0.0,0.0,0.7,1.5,0.444,1.4,2.2,3.6,0.3,0.4,0.1,0.7,2.1,Italian Lega Basket,PF
2531,14.494125380354467,14.584705090499392,13.23167629208827,13.231676292088274,9.065009625421606,12.921438536090402,2531,Jun Yl Kim,MOB,30,11.8,4.3,1.5,3.0,0.517,0.0,0.0,0.0,1.2,1.6,0.771,1.0,1.5,2.5,1.1,0.4,0.2,1.0,1.9,South Korean KBL,PF
168,16.661322209865236,14.704800470734803,11.514631652462706,11.514631652462707,10.203656042706609,12.919808405646412,168,Miquel Salvo,GCN,21,15.3,4.8,1.4,3.1,0.439,0.4,1.2,0.36,1.6,2.2,0.702,0.8,2.1,2.9,0.6,0.4,0.1,0.9,0.9,Spanish ACB,PF
1675,18.7942483988555,15.31598752929028,10.716930925516696,10.716930925516696,9.029939055597998,12.914807366955436,1675,Alexander Starling,ADE,24,12.1,3.9,1.4,3.3,0.43,0.0,0.4,0.0,1.1,1.9,0.578,1.7,2.2,3.9,0.7,0.6,0.4,0.6,1.7,Australian NBL,SF
1528,13.041254764626691,13.095602590713648,12.136689978995674,12.136689978995674,14.108234694442828,12.903694401554905,1528,Sid Theis,ROST,18,15.5,4.6,1.8,4.2,0.427,0.5,2.2,0.231,0.6,0.8,0.714,0.5,0.9,1.4,0.5,0.4,0.1,0.6,2.3,German BBL,SF
634,14.790378066953657,13.341102704634816,11.395347987653683,11.395347987653683,13.58030733724718,12.900496816828603,634,Linos Chrysikopoulos,PROM,15,12.0,4.7,1.8,3.9,0.458,0.9,2.1,0.406,0.2,0.3,0.75,0.7,1.3,2.0,0.5,0.4,0.1,0.5,1.9,Greek HEBA A1,SF
608,14.842354599193348,12.55974590354117,11.014313927374339,11.014313927374339,15.048866772902796,12.895919026077198,608,Andreas Petropoulos,KOL,14,16.3,5.1,1.8,4.1,0.431,0.9,2.6,0.351,0.6,0.9,0.692,0.6,1.3,1.9,0.6,0.2,0.0,0.3,2.4,Greek HEBA A1,SG
761,13.454005135586183,13.109802237035456,12.222264997710731,12.222264997710731,13.370638981450567,12.875795269898735,761,Armandas Urkis,GG,16,13.5,4.4,1.6,4.1,0.4,0.6,2.0,0.313,0.5,0.6,0.8,0.3,1.2,1.5,0.6,0.4,0.0,0.7,2.3,Lithuanian LKL,SF
1435,10.937710875713416,12.242058701800374,14.299531392962239,14.299531392962239,12.582051718165493,12.872176816320753,1435,Javon Ferguson,TUB,11,11.8,4.0,1.5,3.5,0.421,0.4,1.0,0.364,0.7,1.0,0.727,0.1,0.9,1.0,1.5,0.4,0.0,0.9,1.5,German BBL,PG
2276,10.250597143218856,11.41001743307393,14.010563609836591,14.010563609836591,14.539018894389436,12.844152138071083,2276,Gabriel Campos,CORI,22,12.5,3.7,1.2,3.6,0.325,0.4,1.9,0.214,1.0,1.1,0.875,0.3,0.8,1.1,1.8,0.5,0.0,0.8,1.1,Brazilian NBB,SG
1877,15.253620461931927,13.387678432946421,10.998155096302925,10.998155096302925,13.396529080042763,12.806827633505392,1877,Xierzhati Saimati,XIN,38,17.0,4.0,1.5,3.9,0.381,0.6,2.0,0.307,0.4,0.5,0.85,1.4,1.3,2.7,0.8,0.6,0.1,0.4,3.1,Chinese CBA,SF
1483,13.248797931751449,11.944450105664494,11.742737096727057,11.742737096727057,15.340298072336815,12.803804060641376,1483,Jonas Mattisseck,BER,16,16.2,3.9,1.2,3.8,0.317,0.8,3.0,0.271,0.7,0.9,0.733,0.4,1.4,1.8,1.1,0.8,0.1,0.6,1.9,German BBL,SG
1134,10.042782464737831,11.618869421259573,13.604966740028193,13.604966740028193,14.936267553036323,12.761570583818024,1134,Ilija Milijasevic,SPAR,11,12.4,3.8,1.3,3.5,0.368,0.7,2.5,0.296,0.5,0.6,0.857,0.1,0.8,0.9,1.4,0.5,0.0,0.9,2.5,Serbian KLS,PG
2534,18.455451075562134,15.122117742228799,11.038205130510825,11.038205130510825,8.121538463844159,12.755103508531349,2534,Micheal Eric,SON,35,8.0,3.8,1.8,2.8,0.643,0.0,0.0,0.0,0.2,0.5,0.5,1.1,2.3,3.3,0.5,0.1,0.3,0.7,1.1,South Korean KBL,PF
166,15.813410136739028,13.132250716449171,10.38585051783944,10.38585051783944,14.003736696701226,12.744219717113664,166,Denzel Andersson,BBB,21,18.5,4.9,1.7,4.0,0.422,0.8,2.6,0.315,0.8,1.0,0.727,0.6,1.6,2.2,0.3,0.4,0.7,0.4,2.1,Spanish ACB,PF
958,11.376802676361281,11.974628763317801,12.902508604430018,12.902508604430018,14.46754925483652,12.724799580675127,958,Nathan De Sousa,CHO,21,13.3,4.7,1.5,3.8,0.4,0.7,2.0,0.326,1.0,1.2,0.8,0.7,0.7,1.4,1.3,0.7,0.1,0.6,2.0,French Jeep Elite,PG
827,14.542101380204691,11.824710075856865,11.0582006418946,11.0582006418946,15.123241292301104,12.721290806430375,827,Itay Shneider,HH,1,17.0,7.0,2.0,4.0,0.5,1.0,2.0,0.5,2.0,3.0,0.667,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,Israeli BSL,PG
81,10.559757411532967,11.429322628924272,12.7295957173056,12.7295957173056,16.12390466039503,12.714435227092695,81,David Jelinek,MUR,16,11.1,4.3,1.6,4.3,0.362,0.9,2.9,0.298,0.3,0.3,0.8,0.0,0.6,0.6,0.9,0.3,0.0,0.6,1.3,Spanish ACB,SG
1698,18.470966131923348,14.594154537720447,10.395420674761164,10.395420674761164,9.714526365818074,12.71409767699684,1698,Kyle Bowen,MEL,25,13.8,3.8,1.4,2.4,0.557,0.4,1.1,0.393,0.7,1.0,0.68,1.3,2.5,3.8,0.8,0.6,0.2,0.7,1.4,Australian NBL,PF
2712,17.424563068929896,12.986157271828445,10.574910995760918,10.57491099576092,11.946862215273113,12.701480909510659,2712,Jonatan Machado,AST,41,15.4,3.6,1.4,2.9,0.479,0.7,1.7,0.406,0.2,0.3,0.5,0.5,2.4,3.0,1.0,0.5,0.2,0.5,1.6,Mexican LNBP,PF
2427,9.799828934213185,10.37953907914072,13.330755563748466,13.330755563748466,16.542137677569606,12.67660336368409,2427,Gyeong-Gi Hong,SAM,16,13.4,4.6,1.6,4.1,0.4,0.9,2.4,0.368,0.5,0.6,0.8,0.3,0.4,0.6,1.6,0.4,0.1,0.4,1.5,South Korean KBL,PG
39,11.1766638738486,12.33608416370367,13.378785256057196,13.378785256057196,13.094232410528742,12.672910192039081,39,Christian Diaz,GRA,18,12.4,4.7,1.7,3.7,0.47,0.6,1.5,0.37,0.7,0.9,0.813,0.2,0.8,0.9,1.0,0.3,0.0,0.8,1.6,Spanish ACB,PG
119,16.24525945716087,13.7090275731029,10.376108010044309,10.376108010044309,12.561067359637807,12.653514081998038,119,Pere Tomas,GRA,21,15.6,4.1,1.6,3.6,0.44,0.7,2.1,0.318,0.3,0.7,0.467,1.0,1.7,2.7,0.4,0.4,0.1,0.5,1.6,Spanish ACB,SF
921,16.98661099116141,15.301828382465757,11.546863139168833,11.546863139168835,7.796863139168835,12.635805758226734,921,Gilad Levy,BEER,13,11.8,4.3,1.8,2.5,0.719,0.0,0.0,0.0,0.8,1.0,0.769,1.1,2.0,3.1,0.5,0.2,0.5,0.9,1.9,Israeli BSL,C
451,11.820691366974932,13.125039193061887,12.259224893161191,12.259224893161193,13.59052570616932,12.610941210505704,451,David Mutaf,BURS,19,12.8,4.7,1.6,3.8,0.425,0.8,2.5,0.34,0.6,0.8,0.8,0.2,0.9,1.2,0.4,0.3,0.0,0.9,1.9,Turkish BSL,SG
1169,13.413885072582826,13.214609710263984,12.75532470529874,12.75532470529874,10.844755599607685,12.596779958610396,1169,Stefan Sinovec,MET,18,15.7,5.8,1.6,2.9,0.558,0.2,0.7,0.231,2.4,2.9,0.846,0.7,1.3,2.1,1.2,0.2,0.2,0.8,1.9,Serbian KLS,SG
2132,14.75234347245348,13.466111588395508,11.262784875386572,11.262784875386572,12.197744224980068,12.588353807320441,2132,Lautaro Mare,OES,18,11.3,3.4,1.0,4.1,0.247,0.4,2.1,0.211,1.0,1.2,0.818,0.6,1.7,2.3,0.6,0.5,0.1,0.8,2.3,Argentinian Liga A,SF
2236,12.131136486100482,11.805049529578742,13.089806232657194,13.089806232657194,12.795090785502722,12.582177853299267,2236,Gabriel Santos,CAX,15,16.3,2.6,0.9,3.0,0.289,0.3,1.7,0.154,0.6,1.0,0.6,0.4,1.5,1.9,1.8,0.9,0.1,0.9,1.9,Brazilian NBB,PG
997,13.005914835135124,13.676204690207589,13.45276874184612,13.45276874184612,9.245451668675388,12.566621735542068,997,Boris Dallo,LYV,12,11.6,2.7,0.9,2.5,0.367,0.1,0.8,0.111,0.8,0.9,0.818,0.2,1.9,2.1,1.3,0.1,0.0,1.4,0.3,French Jeep Elite,SG
